artifact_name,source_row_index,split,primary_layer,gold_label,predicted_label,purist_correct,pragmatic_correct,hidden_families,first_failure_owner,first_failure_reason,evidence_exact,selected_operand_complete,deterministic_correct,oracle_candidate_presence,oracle_graph_representability
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,12460,validation,hybrid_adjudicator_with_adapters,1 per day,2 per year,False,False,rate_bucket_or_denominator;competing_semiologies,candidate_generation,gold state absent from candidate set,True,,False,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,12468,validation,hybrid_adjudicator_with_adapters,1 per day,4 per year,False,False,rate_bucket_or_denominator;competing_semiologies,candidate_generation,gold state absent from candidate set,True,,False,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,12484,validation,hybrid_adjudicator_with_adapters,3 to 4 per day,3 to 4 per day,True,True,seizure_free_duration;cluster_burden;rate_bucket_or_denominator;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,12502,validation,hybrid_adjudicator_with_adapters,4 per day,4 per day,True,True,seizure_free_duration;cluster_burden;rate_bucket_or_denominator;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,12506,validation,hybrid_adjudicator_with_adapters,4 per day,4 per day,True,True,seizure_free_duration;cluster_burden;rate_bucket_or_denominator;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,12537,validation,hybrid_adjudicator_with_adapters,1 per day,1 per day,True,True,seizure_free_duration;rate_bucket_or_denominator;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,12548,validation,hybrid_adjudicator_with_adapters,1 per day,1 per day,True,True,seizure_free_duration;rate_bucket_or_denominator;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,12551,validation,hybrid_adjudicator_with_adapters,1 per day,1 per day,True,True,seizure_free_duration;rate_bucket_or_denominator;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,12556,validation,hybrid_adjudicator_with_adapters,1 per day,1 per day,True,True,seizure_free_duration;rate_bucket_or_denominator;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,12562,validation,hybrid_adjudicator_with_adapters,1 per day,1 per day,True,True,seizure_free_duration;rate_bucket_or_denominator;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,12573,validation,hybrid_adjudicator_with_adapters,1 per day,1 per day,True,True,seizure_free_duration;rate_bucket_or_denominator;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,12584,validation,hybrid_adjudicator_with_adapters,1 per week,1 per week,True,True,seizure_free_duration;rate_bucket_or_denominator;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,12641,validation,hybrid_adjudicator_with_adapters,1 per day,1 per day,True,True,seizure_free_duration;rate_bucket_or_denominator;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,12665,validation,hybrid_adjudicator_with_adapters,1 per day,5 per day,True,True,seizure_free_duration;rate_bucket_or_denominator;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,12667,validation,hybrid_adjudicator_with_adapters,1 per day,1 per day,True,True,seizure_free_duration;rate_bucket_or_denominator;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,12676,validation,hybrid_adjudicator_with_adapters,1 per day,1 per day,True,True,seizure_free_duration;rate_bucket_or_denominator;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,12679,validation,hybrid_adjudicator_with_adapters,1 per day,1 per day,True,True,seizure_free_duration;rate_bucket_or_denominator;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,12749,validation,hybrid_adjudicator_with_adapters,3 to 4 per day,3 to 4 per day,True,True,seizure_free_duration;cluster_burden;rate_bucket_or_denominator;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,12751,validation,hybrid_adjudicator_with_adapters,4 per day,4 per day,True,True,seizure_free_duration;cluster_burden;rate_bucket_or_denominator;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,12788,validation,hybrid_adjudicator_with_adapters,6 per 4 month,6 per 4 month,True,True,competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,12810,validation,hybrid_adjudicator_with_adapters,5 per 2 month,5 per 2 month,True,True,competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,12823,validation,hybrid_adjudicator_with_adapters,9 per month,9 per month,True,True,competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,12827,validation,hybrid_adjudicator_with_adapters,5 per 5 month,5 per 5 month,True,True,current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,12835,validation,hybrid_adjudicator_with_adapters,4 per month,4 per month,True,True,current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,12877,validation,hybrid_adjudicator_with_adapters,10 per 4 month,10 per 4 month,True,True,competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,12882,validation,hybrid_adjudicator_with_adapters,7 per 4 month,7 per 4 month,True,True,competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,12901,validation,hybrid_adjudicator_with_adapters,8 per 5 month,8 per 5 month,True,True,current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,12949,validation,hybrid_adjudicator_with_adapters,9 per 6 month,9 per 6 month,True,True,competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,12950,validation,hybrid_adjudicator_with_adapters,7 per 3 month,7 per 3 month,True,True,competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,12963,validation,hybrid_adjudicator_with_adapters,unknown,no seizure frequency reference,True,True,unknown_boundary;current_vs_historical;uncertainty_or_ambiguity,none,primary layer is Purist-correct,True,,True,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,12979,validation,hybrid_adjudicator_with_adapters,3 per 4 month,3 per 4 month,True,True,competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13008,validation,hybrid_adjudicator_with_adapters,4 per month,4 per month,True,True,current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13011,validation,hybrid_adjudicator_with_adapters,3 per 4 month,3 per 4 month,True,True,current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13051,validation,hybrid_adjudicator_with_adapters,2 per 8 month,2 per 8 month,True,True,seizure_free_duration;cluster_burden;rate_bucket_or_denominator;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13058,validation,hybrid_adjudicator_with_adapters,2 per 7 month,2 per 7 month,True,True,seizure_free_duration;cluster_burden;rate_bucket_or_denominator;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13114,validation,hybrid_adjudicator_with_adapters,1 per year,1 per year,True,True,seizure_free_duration;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13122,validation,hybrid_adjudicator_with_adapters,3 per year,3 per year,True,True,seizure_free_duration;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13149,validation,hybrid_adjudicator_with_adapters,3 per year,3 per year,True,True,seizure_free_duration;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13178,validation,hybrid_adjudicator_with_adapters,1 per 6 month,1 per 6 month,True,True,seizure_free_duration;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13190,validation,hybrid_adjudicator_with_adapters,1 per 5 month,1 per 5 month,True,True,seizure_free_duration;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13209,validation,hybrid_adjudicator_with_adapters,1 per 8 month,1 per 4 to 5 week,False,True,seizure_free_duration;competing_semiologies,projection,gold appears representable but projection is wrong,True,,False,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13267,validation,hybrid_adjudicator_with_adapters,2 per 5 month,2 per 5 month,True,True,competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13290,validation,hybrid_adjudicator_with_adapters,4 per 6 month,4 per 6 month,True,True,competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13327,validation,hybrid_adjudicator_with_adapters,seizure free for multiple year,seizure free for multiple year,True,True,seizure_free_duration;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13336,validation,hybrid_adjudicator_with_adapters,seizure free for 1.5 year,seizure free for 1.5 year,True,True,seizure_free_duration;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13349,validation,hybrid_adjudicator_with_adapters,seizure free for multiple year,seizure free for multiple year,True,True,seizure_free_duration;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13385,validation,hybrid_adjudicator_with_adapters,seizure free for 1.5 year,seizure free for 1.5 year,True,True,seizure_free_duration;rate_bucket_or_denominator;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13450,validation,hybrid_adjudicator_with_adapters,seizure free for 1 year,seizure free for multiple year,True,True,seizure_free_duration;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13471,validation,hybrid_adjudicator_with_adapters,seizure free for 5 year,seizure free for multiple year,True,True,seizure_free_duration;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13478,validation,hybrid_adjudicator_with_adapters,seizure free for 1 year,seizure free for multiple year,True,True,seizure_free_duration;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13485,validation,hybrid_adjudicator_with_adapters,seizure free for multiple year,seizure free for multiple year,True,True,seizure_free_duration;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13487,validation,hybrid_adjudicator_with_adapters,seizure free for multiple year,seizure free for multiple year,True,True,seizure_free_duration;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13513,validation,hybrid_adjudicator_with_adapters,seizure free for 1.5 year,seizure free for 1.5 year,True,True,seizure_free_duration;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13574,validation,hybrid_adjudicator_with_adapters,seizure free for multiple year,seizure free for multiple year,True,True,seizure_free_duration;cluster_burden;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13595,validation,hybrid_adjudicator_with_adapters,seizure free for multiple year,seizure free for multiple year,True,True,seizure_free_duration;cluster_burden;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13598,validation,hybrid_adjudicator_with_adapters,seizure free for multiple year,seizure free for multiple year,True,True,seizure_free_duration;cluster_burden;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13608,validation,hybrid_adjudicator_with_adapters,seizure free for multiple year,seizure free for multiple year,True,True,seizure_free_duration;cluster_burden;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13627,validation,hybrid_adjudicator_with_adapters,64 per 12 month,64 per 12 month,True,True,unclassified,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13635,validation,hybrid_adjudicator_with_adapters,47 per 7 month,2 to 3 per week,True,True,rate_bucket_or_denominator,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13711,validation,hybrid_adjudicator_with_adapters,76 per 12 month,76 per 12 month,True,True,unclassified,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13721,validation,hybrid_adjudicator_with_adapters,77 per 12 month,77 per 12 month,True,True,unclassified,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13732,validation,hybrid_adjudicator_with_adapters,52 per 8 month,52 per 8 month,True,True,unclassified,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13843,validation,hybrid_adjudicator_with_adapters,seizure free for multiple month,no seizure frequency reference,False,False,seizure_free_duration;diary_or_log_aggregation;current_vs_historical,candidate_generation,gold state absent from candidate set,True,,False,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13858,validation,hybrid_adjudicator_with_adapters,seizure free for multiple month,no seizure frequency reference,False,False,seizure_free_duration;diary_or_log_aggregation;current_vs_historical,candidate_generation,gold state absent from candidate set,True,,False,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13889,validation,hybrid_adjudicator_with_adapters,seizure free for multiple month,no seizure frequency reference,False,False,seizure_free_duration;current_vs_historical,candidate_generation,gold state absent from candidate set,True,,False,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13893,validation,hybrid_adjudicator_with_adapters,2 per year,2 per year,True,True,current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,13922,validation,hybrid_adjudicator_with_adapters,unknown,no seizure frequency reference,True,True,unknown_boundary;current_vs_historical;uncertainty_or_ambiguity,none,primary layer is Purist-correct,True,,True,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,14002,validation,hybrid_adjudicator_with_adapters,unknown,no seizure frequency reference,True,True,unknown_boundary;diary_or_log_aggregation;current_vs_historical;uncertainty_or_ambiguity,none,primary layer is Purist-correct,True,,True,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,14025,validation,hybrid_adjudicator_with_adapters,unknown,seizure free for multiple year,False,False,unknown_boundary;seizure_free_duration;current_vs_historical;competing_semiologies;uncertainty_or_ambiguity,candidate_generation,gold state absent from candidate set,True,,False,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,14029,validation,hybrid_adjudicator_with_adapters,unknown,no seizure frequency reference,True,True,unknown_boundary;current_vs_historical;uncertainty_or_ambiguity,none,primary layer is Purist-correct,True,,True,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,14040,validation,hybrid_adjudicator_with_adapters,unknown,no seizure frequency reference,True,True,unknown_boundary;current_vs_historical;uncertainty_or_ambiguity,none,primary layer is Purist-correct,True,,True,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,14076,validation,hybrid_adjudicator_with_adapters,unknown,seizure free for multiple year,False,False,unknown_boundary;seizure_free_duration;current_vs_historical;competing_semiologies;uncertainty_or_ambiguity,candidate_generation,gold state absent from candidate set,True,,False,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,14092,validation,hybrid_adjudicator_with_adapters,unknown,no seizure frequency reference,True,True,unknown_boundary;current_vs_historical;competing_semiologies;uncertainty_or_ambiguity,none,primary layer is Purist-correct,True,,True,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,14096,validation,hybrid_adjudicator_with_adapters,unknown,no seizure frequency reference,True,True,unknown_boundary;current_vs_historical;competing_semiologies;uncertainty_or_ambiguity,none,primary layer is Purist-correct,True,,True,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,14137,validation,hybrid_adjudicator_with_adapters,unknown,no seizure frequency reference,True,True,unknown_boundary;current_vs_historical;competing_semiologies;uncertainty_or_ambiguity,none,primary layer is Purist-correct,True,,True,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,14146,validation,hybrid_adjudicator_with_adapters,unknown,no seizure frequency reference,True,True,unknown_boundary;current_vs_historical;competing_semiologies;uncertainty_or_ambiguity,none,primary layer is Purist-correct,True,,True,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,14187,validation,hybrid_adjudicator_with_adapters,2 to 3 per month,2 to 3 per month,True,True,seizure_free_duration;current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,14214,validation,hybrid_adjudicator_with_adapters,2 to 4 per month,2 to 4 per month,True,True,seizure_free_duration;current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,14250,validation,hybrid_adjudicator_with_adapters,2 per month,2 per month,True,True,current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,14282,validation,hybrid_adjudicator_with_adapters,multiple per month,multiple per month,True,True,current_vs_historical;benchmark_format_convention,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,14284,validation,hybrid_adjudicator_with_adapters,2 to 3 per month,2 to 3 per month,True,True,current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,14317,validation,hybrid_adjudicator_with_adapters,4 per 2 month,4 per 2 month,True,True,current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,14332,validation,hybrid_adjudicator_with_adapters,5 per 2 month,5 per 2 month,True,True,current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,14335,validation,hybrid_adjudicator_with_adapters,3 to 4 per 2 month,3 to 4 per 2 month,True,True,current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,14383,validation,hybrid_adjudicator_with_adapters,3 to 4 per 3 month,3 to 4 per 3 month,True,True,current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,14454,validation,hybrid_adjudicator_with_adapters,2 per 2 month,2 per 2 month,True,True,seizure_free_duration;current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,14524,validation,hybrid_adjudicator_with_adapters,2 per 6 month,2 per 6 month,True,True,diary_or_log_aggregation;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,14530,validation,hybrid_adjudicator_with_adapters,2 per 2 month,2 per 2 month,True,True,diary_or_log_aggregation;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
